station_id,lat,lon,cluster_id
667,19.447481,-99.155443,16
668,19.444812,-99.170307,19
669,19.35038263626101,-99.18722301721573,15
670,19.40948,-99.135894,9
671,19.470597,-99.1700529,10
672,19.471112,-99.165294,10
673,19.462364,-99.183671,7
674,19.469621805880028,-99.18408215045929,7
678,19.4608358,-99.1711512,10
681,19.459686,-99.1817781,7
682,19.4604943,-99.1672704,10
683,19.3617925,-99.1714707,20
684,19.3582358,-99.1881061,15
685,19.366701,-99.188228,15
686,19.3625257,-99.1889584,15
694,19.465541,-99.166726,10
695,19.35904,-99.184498,15
697,19.463941,-99.18228,7
698,19.353534,-99.189548,15
699,19.355844,-99.189141,15
700,19.414108,-99.191983,24
702,19.468119,-99.167268,10
